Employee_ID,Name,Department,Salary,Experience,City,Joining_Date,Performance_Rating
6777,Jonathan Shanker,Operations,1792493,21,Chennai,2002-05-21,4
6778,Meera Sethi,Sales,808290,5,Mumbai,2002-10-10,1
6779,Yashodhara Ramanathan,Sales,1256280,13,Bengaluru,2003-01-24,3
6780,Lila Panchal,Sales,1274247,14,Chennai,2012-03-12,4
6781,Michael De,Finance,1080005,8,Pune,2005-04-25,3
6782,Faraj Sathe,Sales,832034,5,Mumbai,2004-08-29,2
6783,Riya Uppal,Marketing,673105,5,Kolkata,2009-09-03,5
6784,Chaaya Solanki,Marketing,1178023,11,Bengaluru,2004-12-09,3
6785,Faris Dutta,Operations,542723,2,Pune,2017-08-03,3
6786,Sarthak Pathak,IT,952524,5,Hyderabad,2007-02-03,2
6787,Balhaar Sachar,IT,693113,0,Chennai,2016-05-24,5
6788,Yashvi Mitter,HR,1077923,11,Chennai,2014-03-12,4
6789,Charvi Dhingra,Sales,550354,0,Pune,2012-05-27,2
6790,Wahab Munshi,IT,1455544,15,Hyderabad,2009-04-02,4
6791,Shaurya Mohanty,HR,861360,8,Bengaluru,2012-01-13,4
6792,Damyanti Saini,Operations,895354,7,Delhi,2012-02-08,3
6793,Michael Choudhry,Marketing,685290,2,Pune,2013-08-19,3
6794,Gabriel Nayar,Marketing,721084,6,Kolkata,2002-07-23,3
6795,Zayyan Parekh,Sales,1047014,9,Mumbai,2006-01-03,3
6796,Ishanvi Kunda,HR,1242743,16,Delhi,2003-10-19,5
6797,Anay Ratta,Sales,464388,1,Delhi,2024-08-17,3
6798,Barkha Chakrabarti,Sales,1260186,17,Hyderabad,2006-12-27,3
6799,Harrison Tailor,IT,1514051,19,Delhi,2004-05-12,3
6800,Faris Wali,Finance,1067972,9,Bengaluru,2012-01-31,3
6801,Ubika Krish,Finance,1341843,13,Bengaluru,2012-12-23,3
6802,Pushti Kaur,Sales,921935,6,Kolkata,2017-09-10,4
6803,Umang Nazareth,Marketing,863062,5,Pune,2019-06-21,3
6804,Xiti Thakkar,Sales,992713,9,Hyderabad,2014-03-05,5
6805,Dhruv Wable,Finance,954521,7,Mumbai,2007-10-05,2
6806,Oni Yadav,Sales,505576,2,Bengaluru,2022-10-12,3
6807,Nidhi Ravel,Marketing,891253,6,Kolkata,2001-10-08,3
6808,Andrew Palan,Operations,1012698,11,Mumbai,2008-08-07,5
6809,Harrison Bassi,Operations,386608,0,Kolkata,2014-05-08,3
6810,Gavin Dyal,Sales,952995,12,Hyderabad,2006-12-12,4
6811,Deepa Hayre,Operations,844087,7,Chennai,2016-06-09,4
6812,Fitan Grewal,Finance,814481,4,Bengaluru,2020-06-25,3
6813,Ayushman Dani,Operations,1103573,13,Hyderabad,2006-02-15,3
6814,Charan Mukhopadhyay,Finance,726888,2,Kolkata,2015-11-01,2
6815,Aayush Khatri,Sales,843575,7,Chennai,2012-08-25,4
6816,Lucky Chaudhry,Marketing,1238867,12,Bengaluru,2012-01-07,3
6817,Chatresh Bhardwaj,Marketing,690049,3,Chennai,2017-10-02,4
6818,Nihal Bhatia,Finance,1653441,16,Delhi,2003-07-29,2
6819,Henry Sekhon,Marketing,639274,1,Pune,2022-09-10,1
6820,Faris Chakraborty,IT,1210796,9,Pune,2013-02-02,4
6821,Bachittar Arya,Finance,853660,4,Chennai,2016-06-17,4
6822,Chameli Soman,Operations,540840,3,Pune,2021-11-12,3
6823,Wridesh Chhabra,Marketing,1576229,18,Kolkata,2003-06-27,2
6824,Hardik Shukla,Sales,856855,6,Hyderabad,2018-01-20,5
6825,Chakradev Cheema,HR,569912,1,Chennai,2018-12-19,4
6826,Nachiket Pant,Sales,1027945,10,Hyderabad,2002-08-26,3
6827,Yashica Kuruvilla,Operations,587513,1,Bengaluru,2006-01-12,3
6828,Bhavani Shukla,IT,722880,1,Mumbai,2023-12-28,3
6829,Janya Andra,HR,1418003,15,Pune,2003-02-14,2
6830,Faraj Jha,Operations,572796,2,Mumbai,2024-04-03,3
6831,Harini Kapoor,IT,783533,4,Hyderabad,2020-09-25,3
6832,Noah Dar,Finance,923894,7,Delhi,2009-10-27,4
6833,Urmi Ganesan,IT,1088022,8,Hyderabad,2003-02-20,5
6834,Aarush Sinha,Operations,513960,3,Hyderabad,2020-07-09,3
6835,Upadhriti Bhalla,Finance,1397153,17,Chennai,2008-11-13,4
6836,Upadhriti Choudhury,Marketing,904111,5,Kolkata,2006-12-23,4
6837,Hitesh Sandhu,Marketing,509400,1,Delhi,2024-07-11,3
6838,Yauvani Choudhry,Operations,1443502,19,Mumbai,2004-07-27,3
6839,Mohammed Dayal,IT,1044189,8,Chennai,2017-04-18,3
6840,Leena Krishnamurthy,HR,1596695,22,Hyderabad,2004-06-20,4
6841,Vritti Dara,HR,1334800,16,Kolkata,2007-04-06,3
6842,Vedhika Nigam,Finance,1299656,15,Pune,2002-09-05,4
6843,Banjeet Sem,Sales,941141,8,Delhi,2013-02-24,4
6844,Hitesh Amble,IT,761931,1,Delhi,2001-11-30,1
6845,Bhavini Aurora,Finance,767932,6,Chennai,2018-04-12,4
6846,Indira Shroff,IT,1228632,13,Hyderabad,2003-12-26,4
6847,Alexander Gara,Marketing,571919,1,Kolkata,2023-07-07,4
6848,Chaaya Hari,HR,658025,2,Pune,2024-04-11,3
6849,Tanay Rana,Finance,1032113,8,Mumbai,2010-12-12,3
6850,Nicholas Dara,Operations,1034731,11,Kolkata,2008-05-23,3
6851,Baljiwan Rajagopalan,HR,631366,3,Delhi,2020-02-20,3
6852,Indira Shah,Sales,617448,1,Mumbai,2024-07-09,5
6853,Mitali Sodhi,HR,533724,0,Delhi,2023-06-05,2
6854,Lopa Savant,Marketing,1315565,11,Kolkata,2008-02-09,2
6855,Dominic Sarkar,Finance,645284,1,Delhi,2023-12-06,2
6856,Yatan Patla,Finance,2057513,24,Hyderabad,2001-10-16,3
6857,Gaurav Nagy,HR,767423,8,Delhi,2002-08-07,3
6858,Jack Ray,IT,993343,9,Bengaluru,2003-10-18,3
6859,Maanav Rama,Finance,545246,1,Hyderabad,2023-11-14,4
6860,Aayush Srinivasan,IT,617409,0,Kolkata,2021-05-04,5
6861,Teerth Hora,Operations,442715,0,Chennai,2022-09-22,4
6862,Chakradhar Virk,Sales,1356691,13,Chennai,2002-02-11,5
6863,Naksh Manda,Finance,527099,0,Chennai,2008-10-02,3
6864,Isaiah Yohannan,Operations,1465280,15,Hyderabad,2006-03-20,3
6865,Laksh Mani,HR,543525,0,Delhi,2021-05-13,3
6866,Yahvi Bhatti,IT,708974,3,Delhi,2019-06-23,3
6867,Arjun Anne,Finance,881863,7,Hyderabad,2013-12-07,2
6868,Hredhaan Sandal,Sales,843830,7,Mumbai,2018-12-03,1
6869,Alexander Mutti,HR,635248,4,Mumbai,2021-04-01,5
6870,Chakradhar Din,Sales,418439,0,Hyderabad,2017-06-10,5
6871,Jyoti Bobal,HR,513533,0,Pune,2013-03-30,5
6872,Vamakshi Patla,HR,726444,4,Bengaluru,2005-11-24,4
6873,Bina Raval,Operations,622302,3,Hyderabad,2021-01-28,5
6874,Vihaan Narayan,Sales,1089677,10,Mumbai,2001-11-21,2
6875,Dayita Chana,HR,1248515,13,Chennai,2006-10-23,3
6876,Aarush Nanda,Operations,1554658,16,Bengaluru,2009-03-05,3
6877,Jagat Majumdar,Operations,1042462,11,Chennai,2002-03-29,5
6878,Osha Lad,Marketing,1057272,10,Chennai,2003-02-19,2
6879,Vritti Tiwari,Finance,900563,4,Kolkata,2021-08-06,3
6880,Jason Nagarajan,Sales,724004,5,Bengaluru,2016-08-08,3
6881,Yatin Nazareth,IT,591168,0,Mumbai,2021-06-16,3
6882,Indrajit Devan,Finance,1164674,11,Delhi,2002-01-28,1
6883,Saumya Tailor,Finance,579582,1,Bengaluru,2025-07-18,2
6884,Guneet Desai,HR,1109941,9,Kolkata,2017-02-11,3
6885,Kashish Tank,Operations,1068039,10,Kolkata,2009-06-22,2
6886,Harita Pathak,Finance,752136,5,Bengaluru,2012-10-03,3
6887,Mohammed Puri,HR,681303,5,Bengaluru,2016-09-18,3
6888,Triya Dyal,Marketing,648312,2,Chennai,2021-09-27,3
6889,Leela Bahl,Marketing,960782,9,Bengaluru,2012-12-07,4
6890,Chakrika Master,HR,469596,1,Pune,2022-01-29,4
6891,Kala Mammen,Marketing,1554192,21,Hyderabad,2002-08-04,3
6892,Turvi Sidhu,HR,782135,6,Pune,2006-09-21,2
6893,Balhaar Parmar,Sales,464460,1,Mumbai,2018-08-06,4
6894,Riya Chaudry,Finance,636857,3,Chennai,2016-09-28,4
6895,Triveni Jani,Sales,547342,0,Kolkata,2021-11-14,2
6896,Xiti Sheth,IT,1179554,8,Bengaluru,2006-07-05,2
6897,Janaki Rajagopalan,Operations,476373,0,Kolkata,2021-07-23,3
6898,Vasana Wali,Marketing,658161,3,Kolkata,2012-12-17,4
6899,Vasana Bhat,Operations,697757,4,Bengaluru,2007-01-21,3
6900,Guneet Sur,Marketing,403723,0,Kolkata,2012-11-25,4
6901,Damyanti Kari,Sales,541542,0,Kolkata,2024-10-19,1
6902,Quincy Sathe,IT,556788,0,Delhi,2013-09-17,4
6903,Elijah Mitra,IT,694268,0,Bengaluru,2016-12-12,4
6904,Tripti Golla,IT,967653,6,Delhi,2016-11-28,5
6905,Chandresh Edwin,Marketing,667339,4,Mumbai,2021-01-30,2
6906,Gaurangi Lad,IT,655908,1,Mumbai,2012-04-13,3
6907,Neha Divan,Sales,536820,0,Bengaluru,2020-06-13,2
6908,Quincy Varty,Sales,614190,3,Chennai,2020-12-29,3
6909,Chakradev Sen,HR,959285,9,Hyderabad,2017-04-02,4
6910,Priya Krishna,IT,764252,2,Pune,2022-03-15,3
6911,Advaith Sehgal,Sales,842199,9,Hyderabad,2016-02-06,1
6912,Samuel Dhawan,Marketing,458744,0,Bengaluru,2008-05-14,4
6913,Ekansh Jhaveri,Sales,667397,2,Delhi,2021-02-09,3
6914,Sathvik Rattan,IT,798543,3,Pune,2020-07-09,4
6915,Omisha Devi,Marketing,749276,6,Kolkata,2006-01-11,4
6916,Jeremiah Kamdar,IT,833650,3,Mumbai,2015-04-20,4
6917,Yamini Soman,Sales,1108626,12,Bengaluru,2006-03-16,3
6918,Niharika Balan,HR,531107,3,Pune,2016-03-09,3
6919,Zansi Virk,Finance,1145552,8,Hyderabad,2008-04-29,3
6920,Vivaan Goda,IT,1184089,13,Mumbai,2010-01-22,4
6921,Gaurika Prabhakar,Sales,826680,7,Kolkata,2017-12-26,3
6922,Aashi Ahuja,Marketing,1754902,22,Chennai,2002-04-19,3
6923,Atharv Vohra,Sales,1301673,16,Delhi,2003-04-28,4
6924,Urvi Iyengar,Sales,1437151,15,Delhi,2008-01-06,3
6925,Fiyaz Narang,Marketing,1315408,18,Hyderabad,2007-04-22,4
6926,Pushti Kurian,Sales,619587,3,Mumbai,2018-10-14,5
6927,Dipta Handa,Finance,1460266,14,Chennai,2008-01-27,2
6928,Nisha Seshadri,Finance,495617,0,Hyderabad,2025-11-14,3
6929,Urvi Tella,Sales,1410365,17,Mumbai,2007-03-17,4
6930,Xalak Nori,Sales,1009869,7,Pune,2016-11-30,5
6931,Aachal Dutt,HR,1102346,16,Pune,2007-09-20,3
6932,Faraj Bala,IT,1288210,13,Delhi,2002-11-25,3
6933,Aashi Din,IT,1498538,12,Kolkata,2007-09-09,3
6934,Vansha Kade,Finance,1308259,12,Chennai,2011-09-18,3
6935,Kalpit Shah,Operations,1076790,11,Bengaluru,2014-05-06,1
6936,Pranit Bhasin,HR,1017363,7,Bengaluru,2010-01-20,4
6937,Parth Din,Finance,808361,3,Bengaluru,2020-11-07,4
6938,Harshil Cherian,Finance,697217,2,Mumbai,2023-07-08,4
6939,Ucchal Prabhakar,IT,649502,2,Delhi,2006-01-28,1
6940,Pooja Dara,HR,597516,1,Hyderabad,2024-07-18,4
6941,Hredhaan Sampath,HR,518404,0,Kolkata,2019-05-21,3
6942,Dakshesh Menon,Operations,520342,2,Chennai,2023-01-14,4
6943,Kamya Comar,Operations,513798,2,Chennai,2014-05-16,3
6944,Amrita Raval,Marketing,648153,4,Delhi,2007-07-08,4
6945,Bachittar Prasad,Finance,722372,3,Hyderabad,2023-02-03,3
6946,Hemang Sandal,Finance,477957,0,Mumbai,2016-11-28,4
6947,Sarthak Gola,Marketing,522273,2,Delhi,2017-02-21,3
6948,Ayushman Gole,Finance,1027290,7,Chennai,2003-04-06,3
6949,Akshay Chandran,Marketing,971833,7,Pune,2019-06-22,3
6950,Qarin Rao,IT,1071342,7,Mumbai,2014-07-02,4
6951,Warhi Brahmbhatt,Marketing,865535,5,Pune,2012-10-05,3
6952,Pahal Bakshi,Finance,601054,0,Mumbai,2022-12-31,5
6953,Shravya Shetty,HR,1311699,16,Chennai,2009-09-01,4
6954,Tarak Buch,IT,1158511,10,Bengaluru,2008-06-09,4
6955,Rishi Sehgal,Operations,642561,2,Hyderabad,2022-12-21,4
6956,Hema Apte,Marketing,1668636,16,Kolkata,2004-10-05,4
6957,Bishakha Issac,HR,646781,5,Pune,2020-04-13,3
6958,Qasim Sachdev,Marketing,1111037,10,Chennai,2014-09-25,4
6959,Qadim Kulkarni,IT,1647947,17,Hyderabad,2006-11-06,2
6960,Krisha Kapur,Operations,819827,10,Kolkata,2016-08-07,3
6961,Ridhi Dutta,HR,524469,1,Chennai,2023-11-16,3
6962,Sachi Sant,HR,557399,2,Delhi,2024-05-11,4
6963,Abdul Zacharia,Marketing,669930,2,Bengaluru,2023-11-01,4
6964,Bachittar Rao,Marketing,594196,4,Kolkata,2008-08-05,4
6965,Abha Bhat,IT,694603,0,Delhi,2002-09-28,2
6966,Inaya Nair,Finance,741136,4,Chennai,2020-05-15,3
6967,Theodore Kar,Sales,587594,2,Bengaluru,2023-08-11,3
6968,Turvi Dugar,Marketing,1726664,18,Hyderabad,2003-08-14,2
6969,Pranit Zachariah,Operations,1628868,21,Bengaluru,2002-04-30,4
6970,Nathaniel Dalal,Operations,998899,8,Chennai,2017-07-15,3
6971,Tristan Pall,Operations,1504038,15,Delhi,2009-07-11,4
6972,Chanchal Sanghvi,Operations,853213,6,Mumbai,2019-05-18,2
6973,Jeremiah Sani,Sales,460526,0,Bengaluru,2024-11-09,3
6974,Sneha Rana,Marketing,556346,1,Bengaluru,2022-07-19,2
6975,Onveer Setty,HR,621205,3,Delhi,2013-03-08,3
6976,Daksha Parekh,Finance,701578,2,Mumbai,2022-06-25,3
6977,Vrinda Lanka,Finance,1033411,8,Hyderabad,2011-03-29,4
6978,Arin Sethi,Sales,438179,1,Chennai,2025-07-25,4
6979,Yashasvi Saran,IT,1382962,11,Hyderabad,2015-02-19,3
6980,Aarnav Sahota,Sales,1299294,15,Mumbai,2001-09-29,4
6981,Januja Sachar,Operations,1173880,16,Bengaluru,2009-11-17,5
6982,Omkaar Basu,Marketing,1308225,15,Hyderabad,2003-04-13,4
6983,Harshil Garg,Finance,682292,2,Chennai,2024-01-07,4
6984,Noah Grewal,Operations,1211699,14,Chennai,2005-09-28,3
6985,Kamya Mistry,HR,834392,6,Mumbai,2018-03-21,4
6986,Bachittar Mammen,Operations,721499,6,Pune,2003-12-18,2
6987,Bakhshi Kar,Marketing,599189,2,Kolkata,2018-05-17,3
6988,Naksh Pall,Operations,776385,7,Mumbai,2018-09-25,1
6989,Yug Jhaveri,Marketing,597532,1,Chennai,2005-11-24,3
6990,Abeer Ganesh,HR,823798,7,Mumbai,2015-01-17,3
6991,Ishita Bhavsar,Operations,765705,5,Bengaluru,2004-12-05,3
6992,Mitesh Prasad,Operations,1195526,12,Bengaluru,2010-11-17,4
6993,Hemangini Bhargava,Finance,1336510,14,Mumbai,2009-08-06,3
6994,Upkaar Nazareth,HR,1364457,18,Mumbai,2003-06-01,4
6995,Falguni Bandi,Sales,687125,6,Bengaluru,2019-05-04,4
6996,Nidhi Thaman,HR,517560,2,Pune,2019-03-13,5
6997,Sathvik Hari,Sales,1026639,12,Hyderabad,2005-03-01,3
6998,Reyansh Gaba,Operations,911206,9,Bengaluru,2004-03-09,3
6999,Yatin Ramesh,Operations,723840,3,Hyderabad,2018-01-09,4
7000,Pooja Deo,Operations,953215,9,Chennai,2012-10-01,3
7001,Avi Palan,Operations,1166714,10,Kolkata,2009-01-07,3
7002,Jason Date,Finance,544513,0,Delhi,2022-09-24,3
7003,Anamika Chana,Marketing,1166563,15,Mumbai,2003-05-11,3
7004,Dakshesh Sawhney,Marketing,532332,1,Mumbai,2018-12-07,3
7005,Maya Munshi,Finance,549891,1,Kolkata,2002-02-15,3
7006,Daksh Dalal,Operations,727819,6,Kolkata,2006-05-28,3
7007,Xavier Taneja,Finance,764922,6,Bengaluru,2013-06-11,3
7008,Rudra Borra,Marketing,494294,0,Hyderabad,2025-09-24,3
7009,Tripti More,Operations,524197,2,Chennai,2007-10-10,4
7010,Arunima Dutta,Operations,553451,1,Delhi,2018-06-30,4
7011,Alexander Rajagopalan,IT,796085,3,Delhi,2022-11-30,3
7012,Amrita Chander,HR,920519,7,Delhi,2008-08-28,4
7013,Sara Oommen,Operations,458515,0,Mumbai,2026-03-24,1
7014,Kevin Golla,Finance,489678,0,Pune,2010-06-12,2
7015,Sanya Borra,Operations,792562,7,Chennai,2009-08-27,3
7016,Harish Subramaniam,Finance,596592,1,Mumbai,2025-05-06,4
7017,Vincent Rattan,Sales,532810,2,Hyderabad,2020-02-02,3
7018,Pallavi Mahal,Sales,501120,1,Mumbai,2024-01-28,3
7019,Eiravati Dora,IT,626363,1,Bengaluru,2022-02-07,4
7020,Zayan Rajagopal,IT,679383,0,Bengaluru,2026-05-26,3
7021,Lucky Bal,IT,605675,0,Mumbai,2025-11-30,3
7022,Jai Sen,Sales,2004429,23,Kolkata,2002-11-05,2
7023,Avi Agrawal,IT,891300,8,Bengaluru,2016-01-21,3
7024,Amruta Murty,Operations,485855,0,Hyderabad,2026-08-23,4
7025,Anamika Bhat,Sales,805642,7,Kolkata,2013-01-28,3
7026,Ojas Cherian,Marketing,450819,0,Pune,2026-04-14,3
7027,Irya Karpe,Operations,836607,6,Chennai,2014-12-18,5
7028,Isha Anne,HR,839018,7,Mumbai,2015-03-04,3
7029,Girindra Madan,HR,1347450,15,Chennai,2010-08-11,4
7030,Liam Chaudhry,Operations,421449,1,Kolkata,2021-01-02,5
7031,Chandani Khanna,Sales,757929,5,Delhi,2001-09-21,3
7032,Zansi Sathe,Operations,412109,0,Bengaluru,2024-01-27,3
7033,Triya Dey,HR,1387678,19,Delhi,2006-11-15,5
7034,Unnati Date,IT,1041960,7,Hyderabad,2013-01-09,1
7035,Zayan Deep,Finance,534434,1,Delhi,2020-11-09,3
7036,Girik Thaker,Marketing,665620,3,Hyderabad,2023-07-15,1
7037,Aachal Nagy,Marketing,997856,9,Kolkata,2015-12-04,2
7038,Pranit Amble,Sales,541994,1,Delhi,2023-06-11,3
7039,Vasudha Tailor,Finance,630238,1,Pune,2025-06-01,3
7040,Raagini Tailor,Operations,659696,5,Chennai,2017-03-27,2
7041,Rushil Joshi,Operations,399191,0,Pune,2025-09-16,4
7042,Onkar Sani,Finance,1286547,13,Delhi,2004-08-05,2
7043,Girish Parmar,Finance,1001060,7,Delhi,2012-12-15,3
7044,Noah Oak,Operations,487544,2,Kolkata,2008-10-11,3
7045,Bimala Sant,Finance,584191,2,Pune,2021-08-19,4
7046,Dakshesh Venkatesh,Marketing,1733637,17,Pune,2005-05-08,3
7047,Yahvi Parmer,Sales,996258,7,Kolkata,2018-06-12,4
7048,Onveer Nagi,HR,683039,5,Mumbai,2007-05-23,4
7049,Vanya Deshmukh,IT,992422,9,Delhi,2016-03-21,3
7050,Orinder Badami,IT,641876,1,Kolkata,2021-05-09,3
7051,Mitali Subramaniam,IT,1074655,9,Chennai,2016-03-02,3
7052,Om Patil,HR,817122,6,Mumbai,2014-09-23,4
7053,Tarak Nagar,IT,951358,6,Chennai,2007-09-29,5
7054,Faris Ramanathan,IT,658513,2,Delhi,2019-12-06,4
7055,Nathan Gera,HR,890404,7,Mumbai,2018-03-24,3
7056,Inaya Anand,Marketing,571747,2,Mumbai,2019-06-18,4
7057,Qadim Pandit,Marketing,528473,0,Kolkata,2019-10-17,3
7058,Om Mital,Operations,1066415,10,Mumbai,2016-04-15,4
7059,Orinder Sabharwal,HR,521630,1,Chennai,2023-01-21,1
7060,Zayan Gole,Finance,682132,1,Pune,2022-02-20,3
7061,Gautam Gara,HR,532627,3,Kolkata,2021-04-26,3
7062,Yatan Mahal,Marketing,599170,2,Bengaluru,2024-01-24,4
7063,Bhavna Gill,IT,901156,4,Bengaluru,2014-10-24,3
7064,Agastya Sahni,HR,671152,2,Pune,2019-08-19,4
7065,Onkar Sawhney,Operations,490472,0,Chennai,2005-05-13,4
7066,Krish Rout,Operations,1048582,12,Hyderabad,2008-04-26,3
7067,Aadi Lala,Sales,690825,6,Delhi,2014-09-10,4
7068,Charles Patel,Operations,1109357,11,Bengaluru,2005-03-20,2
7069,Rishi Goyal,Finance,786893,3,Pune,2016-01-12,4
7070,Vansha Mane,Operations,551227,1,Delhi,2021-07-16,3
7071,Anirudh Kata,Operations,338991,0,Kolkata,2026-07-05,4
7072,Chandresh Chad,Sales,1393469,15,Delhi,2002-01-08,4
7073,Yatan Prabhakar,Operations,381326,0,Mumbai,2026-05-26,3
7074,Peter Desai,Marketing,596059,1,Chennai,2023-02-08,4
7075,Chanchal Sheth,Sales,1522854,14,Bengaluru,2003-03-11,3
7076,Gabriel Kapadia,HR,1302037,13,Hyderabad,2003-09-27,2
7077,Abdul Batra,HR,451745,0,Kolkata,2025-09-08,3
7078,Ansh Wadhwa,Finance,890711,5,Delhi,2002-12-17,3
7079,Triya Sunder,Marketing,475703,0,Mumbai,2026-09-03,3
7080,Ekani Ratta,Sales,820633,7,Hyderabad,2005-06-27,3
7081,Mugdha Choudhry,Finance,609852,1,Kolkata,2010-04-28,3
7082,Christopher Som,Finance,1117966,10,Pune,2013-05-26,3
7083,Kai Raman,Marketing,1216157,13,Chennai,2007-03-31,3
7084,Tejas Vora,Finance,833643,6,Hyderabad,2016-10-08,3
7085,Advaith Aurora,Sales,933532,7,Pune,2017-08-28,4
7086,Vedant Sheth,Sales,565310,0,Pune,2006-03-17,4
7087,Ryan Madan,Finance,509722,1,Delhi,2023-04-18,1
7088,Gautam Saxena,Sales,534674,0,Kolkata,2025-08-13,5
7089,Manan Kapoor,Sales,475328,1,Delhi,2025-05-30,3
7090,Samesh Hora,Sales,868393,7,Bengaluru,2017-11-02,3
7091,Ishwar Arora,HR,470577,1,Bengaluru,2014-08-16,3
7092,Barkha Chander,Finance,957817,9,Hyderabad,2015-04-16,3
7093,Chandani Devan,Marketing,1304923,13,Bengaluru,2007-01-12,3
7094,Hardik Ramachandran,Sales,718106,6,Mumbai,2018-11-08,3
7095,Anya Mani,Operations,968749,7,Delhi,2014-01-21,1
7096,Ronith Sharaf,IT,894306,5,Bengaluru,2015-09-09,5
7097,Ucchal Singhal,Marketing,787264,4,Bengaluru,2007-11-18,3
7098,Janaki Sood,Marketing,1633228,20,Kolkata,2003-05-14,4
7099,Azad Sami,Marketing,866774,5,Delhi,2012-07-21,4
7100,Zayan Master,Operations,389051,0,Pune,2024-05-28,4
7101,Chakradev Mall,HR,1132890,12,Chennai,2011-06-17,4
7102,Ekaraj Solanki,Sales,873537,5,Bengaluru,2017-12-22,3
7103,Harini Chaudhry,Marketing,812097,7,Pune,2011-08-11,4
7104,Anmol Chadha,Sales,970917,8,Mumbai,2009-12-14,4
7105,Ranbir Gera,Marketing,668997,3,Mumbai,2019-12-15,4
7106,Qadim Barman,IT,1009076,8,Kolkata,2003-04-07,5
7107,Bhavini Kanda,Operations,513887,0,Pune,2026-04-26,5
7108,Darika Loke,Marketing,565666,0,Chennai,2026-02-02,4
7109,Faras Taneja,IT,650825,0,Hyderabad,2015-03-25,2
7110,Theodore Luthra,Finance,1733406,18,Hyderabad,2003-12-26,3
7111,Priya Nayak,Finance,1585873,18,Hyderabad,2002-04-28,5
7112,Yachana Ramachandran,Marketing,779327,7,Pune,2006-04-21,4
7113,Saumya Apte,Sales,484612,1,Kolkata,2018-09-25,2
7114,Jagrati Memon,IT,1224571,12,Delhi,2006-03-28,5
7115,Umang Radhakrishnan,Finance,1164022,11,Bengaluru,2008-08-01,2
7116,Omya Barman,Sales,1034359,13,Hyderabad,2011-07-11,3
7117,Unni Ghose,Marketing,594343,3,Pune,2021-12-29,4
7118,Zaitra Saraf,Marketing,1053501,7,Kolkata,2017-08-10,5
7119,Dev Arora,Finance,826667,5,Bengaluru,2014-04-07,4
7120,Harinakshi Karan,Operations,480965,2,Hyderabad,2024-05-18,5
7121,Dhriti Subramaniam,Operations,558007,2,Pune,2011-08-04,3
7122,Owen Chand,Finance,955526,8,Pune,2003-05-09,2
7123,Arya Keer,Sales,457285,0,Bengaluru,2021-10-14,4
7124,Amol Bali,Sales,1044561,11,Delhi,2006-05-26,3
7125,Vansha Walla,Sales,539074,2,Kolkata,2024-02-20,5
7126,Adweta Sane,Finance,1145403,11,Bengaluru,2014-07-09,4
7127,Dalaja Suresh,Marketing,1003858,7,Kolkata,2006-11-02,1
7128,Girindra Memon,Marketing,494442,1,Bengaluru,2024-05-25,4
7129,Tamanna Tiwari,Marketing,1298865,14,Hyderabad,2010-04-30,5
7130,Anya Kala,Operations,910777,9,Mumbai,2009-02-02,3
7131,Charan Randhawa,Operations,640422,2,Bengaluru,2023-06-30,3
7132,Fitan Seth,Sales,484119,0,Mumbai,2013-10-27,2
7133,Ojasvi Kunda,Sales,906024,9,Delhi,2010-04-12,3
7134,Unni Deep,IT,612785,0,Mumbai,2026-09-07,2
7135,Vivaan Raval,IT,1072544,8,Delhi,2011-01-08,3
7136,Jhalak Mishra,IT,862107,4,Delhi,2017-06-21,4
7137,Zilmil Pradhan,Finance,555372,0,Kolkata,2016-12-01,3
7138,Darpan Dixit,IT,703988,1,Chennai,2024-08-07,4
7139,Vaishnavi Ganesan,Finance,1199956,15,Hyderabad,2008-09-17,2
7140,Advay Varughese,Sales,1886953,22,Mumbai,2003-03-01,4
7141,Gaurika Baria,Finance,515072,0,Chennai,2025-06-14,3
7142,Lekha Bahri,HR,443530,1,Hyderabad,2021-12-11,2
7143,Warinder Patla,Finance,727526,3,Kolkata,2020-12-19,3
7144,Priya Bandi,Marketing,566345,0,Pune,2024-07-08,3
7145,Balhaar Kari,Finance,635173,0,Hyderabad,2025-10-22,4
7146,Sachi Loke,Marketing,1451148,18,Kolkata,2008-06-22,4
7147,Yashodhara Korpal,IT,1384152,13,Mumbai,2010-09-23,4
7148,Avi Randhawa,HR,602928,3,Mumbai,2019-10-16,4
7149,Ria Kakar,IT,844913,3,Hyderabad,2016-07-08,4
7150,Nidhi Sinha,Operations,338322,0,Chennai,2024-03-10,2
7151,Krishna Goswami,IT,800557,3,Kolkata,2010-12-16,1
7152,Osha Roy,HR,495379,0,Mumbai,2015-04-07,3
7153,Avni Bumb,HR,632905,3,Pune,2010-08-28,5
7154,Yauvani Seth,Operations,1085870,16,Hyderabad,2005-12-31,3
7155,Falguni Kamdar,Marketing,776865,5,Chennai,2002-03-17,3
7156,Chakradhar Ram,IT,1083769,11,Bengaluru,2011-08-30,3
7157,Samesh Sachdeva,Operations,1020392,9,Bengaluru,2012-07-05,3
7158,Daksha Gara,HR,1007280,12,Kolkata,2013-05-14,4
7159,Mugdha Bajwa,IT,903518,6,Hyderabad,2018-08-21,4
7160,Ekantika Bains,HR,660709,5,Hyderabad,2018-09-30,1
7161,Lakshit Dewan,HR,641231,5,Delhi,2020-02-09,4
7162,Tamanna Bhargava,Finance,538313,0,Bengaluru,2026-06-21,4
7163,Pahal Brahmbhatt,Marketing,1284173,13,Pune,2008-04-07,4
